Id,Predicted
1,-0.7697224737978068
2,-0.3109945043008904
3,-1.7961298550203222
4,-0.7012578896185044
5,0.6543023462517485
6,-1.516273510470486
7,-0.7898572600484652
8,-0.02192256578591678
9,-0.6721578396947583
10,-2.023937343202735
11,-2.151981245407112
12,-0.6923854397197615
13,0.07031238994860711
14,-3.082612057802413
15,-2.862115188610039
16,-0.8789596874239434
17,-1.778386694503729
18,-1.7533653152126627
19,-1.2901518170233202
20,0.454094178758671
21,-0.7779512240364521
22,-2.560711822034311
23,0.3111386173580626
24,-0.8915046595125127
25,-1.1122937220714433
26,-1.8363957688121761
27,-0.3779628468652134
28,-0.018561066875547372
29,-0.9186415042830447
30,-0.46267973571677357
31,-0.18052628232116597
32,-2.023937343202735
33,-1.6171157360601973
34,-1.6945384685604812
35,-1.3872242257992267
36,-1.2171222142995166
37,-1.4576536597746874
38,-0.9011251186576392
39,0.29080955224351257
40,-1.5116992662608122
41,-1.6171157360601973
42,0.40688805399619365
43,-1.9178022579779748
44,-0.778846456303214
45,-1.516273510470486
46,-0.9949351309569774
47,1.315198874424607
48,-2.7482732448682086
49,0.2836221722203782
50,-1.4683906295435794
51,-0.8789596874239434
52,-0.6795211329585562
53,-0.3579515885358593
54,-0.0742275815368032
55,-2.991118594975027
56,0.08239874696020166
57,-0.18052628232116597
58,-1.798989431591321
59,-1.6171157360601973
60,-0.7123045917852677
61,-1.4293824092512786
62,-0.6504388565007628
63,-0.42317662801751554
64,-2.0488121130471315
65,-0.9571293975824156
66,-0.8884593805202712
67,-0.8368067706387698
68,0.3525944893927737
69,-2.872452291042957
70,0.2163225857112243
71,-1.6291007366553951
72,-1.045919016982133
73,-0.8524682933920413
74,-0.6504388565007628
75,-1.1330744959627823
76,0.7518642804685389
77,-0.584511241405697
78,-1.278935853883467
79,-2.0060687977653924
80,0.4191241714620806
81,-1.7258298825812646
82,1.0689771480269243
83,-0.6862269117702435
84,-2.8681707137923516
85,0.2750841501227801
86,0.1339953208765321
87,0.454094178758671
88,1.551137464018967
89,-0.645132957369736
90,-0.7111033231876773
91,-0.2713498649138981
92,-1.3856685734176248
93,0.40248511461679737
94,-2.4158633594136214
95,-1.5773879236801225
96,-0.1979210157807687
97,-1.6981843419009386
98,-3.6221791852644984
99,-1.586436460442238
100,-1.5881789764727388
101,-2.3358522566850266
102,0.14279284880492948
103,-1.5202254624612646
104,-2.0653959747348534
105,0.05851551941286992
106,-1.1451844095412014
107,1.3892209058074134
108,0.4617194449460609
109,-2.8239480451541574
110,0.1040518641105379
111,-1.496173675110998
112,1.6537889679167752
113,-1.7659704695428804
