Id,Predicted
1,-1.044004386986745
2,-0.7725766600051617
3,-0.804706621265057
4,-1.0009536344451269
5,-0.7439659825905114
6,-1.1006578806837097
7,-1.1063570547620838
8,-0.9471540476353992
9,-0.6099458697273215
10,-0.9705809043338303
11,-1.0883240845458046
12,-0.817345623148203
13,-0.45690280507296366
14,-1.056160843239454
15,-1.1786511489818836
16,-1.0523444807056308
17,-1.0939280134556877
18,-0.8832556962888027
19,-0.7571201654560269
20,-0.4001540373431933
21,-1.031457122977308
22,-1.0450792855469644
23,-0.6926294918450353
24,-0.874913172186367
25,-0.9589329137946835
26,-1.0707399968999187
27,-0.7615482563708271
28,-0.8549932285836097
29,-0.8902333438256995
30,-0.9406809526161344
31,-0.6730521269543303
32,-0.9705809043338303
33,-1.0197796713201006
34,-1.024931453071851
35,-1.0562283173188065
36,-0.9552905691734419
37,-1.1078827153720836
38,-1.1093708032901601
39,-0.5042380441356049
40,-1.0657598023977333
41,-1.0197796713201006
42,-0.770321201625416
43,-1.1736920090642238
44,-1.1418501530037921
45,-1.1006578806837097
46,-1.0821590433657273
47,-0.6129251985477284
48,-0.9683351661816247
49,-0.2011358124216902
50,-0.9758847103725381
51,-1.0523444807056308
52,-1.2002237302545498
53,-0.9656721881885838
54,-0.7326786711371749
55,-1.136632457150083
56,-0.5776159449220886
57,-0.6730521269543303
58,-1.1160365633879503
59,-1.0197796713201006
60,-0.7017154814174835
61,-1.1288493314831811
62,-0.916942282437148
63,-0.9386131535572786
64,-1.1341244974727955
65,-0.9159713649209655
66,-0.8098159212029038
67,-0.9215990893630176
68,-0.3897625538095435
69,-1.1738466223045472
70,-0.6474349312564813
71,-1.085967407196003
72,-1.0743343464123645
73,-0.9496638842824808
74,-0.916942282437148
75,-0.8998573172712413
76,-0.6403939858063181
77,-0.7546994922893258
78,-0.8507811847286
79,-1.1896543593476125
80,-0.43360984727444174
81,-0.9982832589650912
82,-0.050330372466551254
83,-0.7147426251715667
84,-1.18661590397939
85,-0.752481764257157
86,-0.6863941383217271
87,-0.4001540373431933
88,0.37845957477404213
89,-0.7498076209024587
90,-0.953333625795865
91,-0.886596559330143
92,-0.8287584264171328
93,-0.37740250492432337
94,-1.1249376419737105
95,-1.137147836538124
96,-0.7648413311007929
97,-1.034573219254822
98,-1.1265301149025628
99,-0.9331427988387384
100,-0.9511486116908687
101,-1.1249627100458073
102,-0.45734190147316256
103,-0.9340169740680441
104,-1.1261773932729118
105,-0.6269170613428614
106,-0.9594922991531194
107,-1.0340101985840378
108,-0.7829128016654737
109,-0.8826817670741838
110,-0.39228771774773274
111,-1.0586789251176463
112,-0.7417357594566204
113,-1.0563616852429518
114,-1.1145107821525895
115,-0.6333370887272821
116,-0.770971126238347
117,-0.904708478417642
118,-0.7398231932964182
119,-0.7242360125594933
120,-0.5989009185564707
121,-0.7648413311007929
122,-1.0727791310577546
123,-1.107376197875491
124,-1.020006164407902
125,-1.024931453071851
126,-0.9386591103190088
127,-1.0313168354216986
128,-0.94168253363392
129,-0.953333625795865
130,-0.7167590092146157
131,-0.6099458697273215
132,-0.9322211312519808
133,-0.8435001226425527
134,-0.7281155601303889
135,-0.8901470297247653
136,-0.7835398141707572
137,-1.0300657494085632
138,-1.124716750737888
139,-0.9818362197614712
140,0.610041882496073
141,-0.6631660410614583
142,-1.0772139154550204
143,-1.0586789251176463
144,0.004119698538744498
145,-0.635738767147304
146,-0.9649254594134764
147,-1.0765614197430446
148,-0.9807054980765159
149,-0.6752896689716023
150,-0.053213125482633905
151,-0.635940092718982
152,-0.9635251256452598
153,-0.9882666884397058
154,-0.791665873331099
155,-1.0797551649555275
156,-0.49345135211564
157,0.27711693884553246
158,-0.9982832589650912
159,-1.1082233610020247
160,-0.9511486116908687
161,-1.1866116978795587
162,-0.42700984068157544
163,-0.9325838985215931
164,-0.8011501649438602
165,-0.8932336477888697
166,-0.7609382569705567
167,-0.9280505222686919
168,-0.8750019764104874
169,-0.9717802471069359
170,-1.120847165871587
171,-0.5070602658872342
172,-1.1414453651576437
173,-0.8560726412060286
174,-0.8968282285474233
175,0.020708044905304646
176,-0.7093514187273684
177,-1.016203930451878
178,-1.016203930451878
179,-0.7245055298624904
180,-0.7648413311007929
181,-0.7285904050660286
182,-1.0036562901945203
183,-0.5471652647449927
184,-0.6878093114070987
185,-1.102454363529848
186,-0.8659264077312081
187,-1.06764357230494
188,-0.8974527980086482
189,-0.48687926260028636
190,-0.8318568265061146
191,-0.9433466955187135
192,-0.40634689980974203
193,-0.752481764257157
194,-0.9124800690090109
195,-1.124955576596999
196,-1.124340203470024
197,-0.7737900422053239
198,-0.9492085982967919
199,-0.9091900551648484
200,-0.5317986460109703
201,-0.889857301847875
202,-1.0767968482381391
203,-0.9895046202033906
204,-1.147526827416328
205,-1.015142946093453
206,-0.964354045614064
207,-0.7141281066277541
208,-0.12064785748281415
209,-1.1846189416803148
210,-0.9622546865439126
211,-0.7068729405860257
212,-0.8642845253448909
213,-0.4165473813649697
214,-0.8205631951489896
215,-1.0562379682018213
216,-0.9331427988387384
217,-0.8850337286462192
218,-1.2153076458114824
219,-0.8784879477882377
220,-0.7456186370037177
221,0.08098204864709968
222,-1.1230579474005244
223,-0.7576931031000417
224,-0.9470217970785785
225,-0.7511813352057237
226,-0.9524991632779717
227,-0.7762470624984961
228,-0.7659866141671512
229,-0.7620313777398653
230,-0.8045017497190026
231,-0.7242360125594933
232,-1.0344815918963648
233,-0.7922405920885982
234,-0.7922405920885982
235,-1.112258239522034
236,-1.064367857360552
237,-0.9693669342765393
238,-0.17306772092263123
239,-0.8386718362953779
240,-0.6740233469228666
241,-0.850258725090438
242,-0.9493297741594734
243,-0.6791289960126483
244,-0.7985576232877678
245,-0.8166319038188006
246,-0.3897625538095435
247,-1.18434631559344
248,0.034904328446275446
249,-0.5062090472428642
250,-0.926210196111521
251,-0.846286972443291
252,-1.0719520095533452
253,-0.7017154814174835
254,-0.491621799494972
255,-1.1084245728847824
256,-0.7518111819968518
257,-0.6228897286034616
258,-0.8442273411739512
259,-0.9729112296928384
260,-0.984075880859244
261,-0.8976611550909194
262,-0.9635251256452598
263,-0.5042380441356049
264,-0.8412961581861949
265,-0.9788730480052461
266,-0.864285076378404
267,0.08098204864709968
268,-1.0594057647384674
269,-0.5044296678676639
270,-1.1504454642860245
271,-0.9705809043338303
272,-0.6665739858105371
273,-0.7601628483225649
274,-1.1484772349349082
275,-1.0235747504868966
276,-0.5456679138011971
277,-0.6920723064803932
278,-0.17306772092263123
279,-0.17306772092263123
280,-0.9685352840806887
281,-0.9722238098579418
282,-0.40122818934315985
283,-0.7947845869171544
284,-0.6386387334107979
285,-1.0885124960784232
286,-0.8820657377788916
287,-0.9107156579883519
288,-0.6921994109781175
289,-0.7845431206833269
290,-0.7831202951947278
291,-0.053213125482633905
292,-1.027621083229096
293,-0.7451815011784267
294,-0.5405879053093672
295,-0.48171761910102856
296,-0.7843081513905361
297,-0.6771296177584367
298,-0.43238232305136914
299,-0.8702644760783743
300,-1.0779081861317865
301,-0.6426603266360871
302,-0.9786074279135456
303,-0.7343539910845119
304,-0.720823019167581
305,-0.7636692737562889
306,-0.9562914753244365
307,-0.6403939858063181
308,-0.8974527980086482
309,-0.8171288395198184
310,-1.0016165356220348
311,-0.6233402833006302
312,0.23123343987048528
313,-0.6552581271564871
314,-0.8677331795750783
315,0.030511470786809824
316,-0.7168451298823743
317,-1.114259418204836
318,-0.9889380504587074
319,-0.8901470297247653
320,-1.1050825136789064
321,-1.172981922073122
322,-0.5494945833051568
323,-1.1484772349349082
324,-0.9380544609566159
325,-0.4447528515553266
326,-0.47683570747710385
327,-0.8896938154447221
328,-1.0830940117098817
329,-1.0822904178861759
330,-0.7109457258245255
331,-1.0027584556377493
332,-0.8659264077312081
333,-0.6252783497653908
334,-0.4952033373426483
335,-0.8854153071356565
336,-0.4985670385655532
337,-0.8205631951489896
338,-0.682687517350911
339,-0.8495826922771375
340,-0.9999999999999064
341,-1.114675416023152
342,-0.5975321296594525
343,-0.40634689980974203
344,-0.8290528936116199
345,-1.0631354571729057
346,-0.6618890961390188
347,-0.9124800690090109
348,-0.9686851716895102
349,-0.6712124662674812
350,-1.0169404038526455
351,-0.6973521825580093
352,-1.0767968482381391
353,-0.900970778218579
354,-1.2156875781122816
355,-1.016480033331069
356,-1.1692703031716074
357,-0.9488026953679705
358,-0.7642384149684117
359,-0.0894878406653451
360,-0.9076688374959406
361,-0.7850128343874253
362,-0.9753031591322714
363,-1.0921787867816208
364,-1.095400575926238
365,-1.132471470848289
366,-0.7337451096830919
367,-0.7066477209395747
368,-1.0617211718021562
369,-1.095606058536041
370,-0.8614107260834715
371,-0.5202082643836082
372,-0.7068729405860257
373,-1.1763284014766313
374,-0.3584645267686172
375,-1.227036130584771
376,-0.5885868111547874
377,-0.3716858317935673
378,-1.2212639645516452
379,-1.1775256008712882
380,-0.7253428168183426
381,-1.0203196448746985
382,-0.9730373929792097
383,-0.8178047421120012
384,-0.8545322534780088
385,-1.054472456421991
386,-1.0300657494085632
387,-0.048791147442627136
388,-0.3838065870907923
389,-0.9573746057527125
390,-1.120847165871587
391,-1.1236811353614296
392,-0.9317062721422732
393,-1.0765614197430446
394,1.0000000000000777
395,-0.9379134248336671
396,0.23123343987048528
397,-0.9177454943453586
398,-0.9304098123025719
399,-0.7380794354548363
400,-0.36491439881453114
401,-0.4151583235096912
402,-0.7393184397257789
403,-1.1198945516449368
404,-0.5071108791339893
405,-0.926210196111521
406,-0.906096420572804
407,-0.7493580731825623
408,-0.9742657762908997
409,-1.1289619535817372
410,-0.6227283046242218
411,-1.1251297325867715
412,-1.121282345751475
413,-0.8790961585183517
414,-1.1149635070533161
415,-0.9355782108827317
416,-0.9702806895113355
417,-1.0591389183140392
418,-0.8776194570641003
419,-0.922730199885083
420,-1.0327409901388025
421,-1.014021198511387
422,-0.8584438004405868
423,-0.4416421644209013
424,-0.8942739760018541
425,-0.8916283483375476
426,-0.49345135211564
427,-1.0040261717621648
428,-0.5781157722914008
429,-0.8685273575602598
430,0.219329211142676
431,-0.89470260181967
432,-1.1461551603728188
433,-1.0194549615048394
434,-0.851353645845422
435,-0.7539789190626942
436,-0.5603719356424144
437,-0.9666649097876477
438,-0.7153708860221114
439,-0.9742657762908962
440,0.4554897156018355
441,-1.0858523180187
442,-1.0381200992082336
443,-1.0945445907417177
444,-1.049387073030487
445,-0.9871438922667675
446,-0.9687540515470141
447,-0.6441693268103312
448,-0.9258682222325936
449,-1.0349940008889484
450,-0.9409698319601453
451,-0.8240363554090108
452,-0.758265443737381
